"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Description8","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"SE1d.8","2022","Sufficient daily activity","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who reported sufficient daily activity (including activity at work)","Age-standardised proportion","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","% (AS)","25.4","25.1","24.1","24.0","25.7","23.5","20.7","23.5","","24.8"
"SE1d.8","2022-23","Sufficient daily activity","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported sufficient daily activity (including activity at work)","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","'000","41.5","6.5","19.7","8.0","4.2","4.8","np","2.9","","89.3"
"SE1d.8","2022","Sufficient daily activity","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who reported sufficient daily activity (including activity at work)","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","'000","1561.2","1294.4","927.4","483.7","345.8","99.9","71.3","22.9","","4808.1"
"SE1d.8","2022-23","Sufficient daily activity","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over with a reported daily activity (including activity at work)","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","'000","205.2","49.1","142.5","45.9","28.0","20.9","np","11.0","","505.5"
"SE1d.8","2022","Sufficient daily activity","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over with a reported daily activity (including activity at work)","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","'000","6072.9","5112.5","3823.9","1993.3","1345.9","414.2","341.3","98.2","","19211.0"
"SE1d.9","2018-19","Sufficient daily activity","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported sufficient daily activity (excluding activity at work)","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","%","13.0","11.5","10.8","10.2","10.5","13.8","22.4","9.0","","11.6"
"SE1d.9","2018-19","Sufficient daily activity","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported sufficient daily activity (excluding activity at work)","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","95%CI","ABS National Aboriginal and Torres Strait Islander Health Survey","% (±)","3.7","4.8","3.8","4.2","4.8","4.7","6.1","3.9","","2.0"
"SE1d.9","2018-19","Sufficient daily activity","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported sufficient daily activity (excluding activity at work)","Age-standardised proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","% (AS)","12.5","10.6","11.6","9.6","9.4","14.1","21.1","8.6","","11.4"
"SE1d.9","2018-19","Sufficient daily activity","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported sufficient daily activity (excluding activity at work)","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","'000","20.5","4.1","11.8","3.7","2.3","2.4","1.1","0.9","","45.5"
"SE1d.9","2018-19","Sufficient daily activity","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over with a reported daily activity (excluding activity at work)","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","'000","157.1","35.6","109.0","36.2","22.0","17.4","4.9","10.0","","392.0"
"SE1d.9","2017-18","Sufficient daily activity","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who reported sufficient daily activity (excluding activity at work)","Age-standardised proportion","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","% (AS)","15.8","15.3","14.3","17.2","15.1","15.8","18.4","15.4","","15.5"
"SE1d.9","2017-18","Sufficient daily activity","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who reported sufficient daily activity (excluding activity at work)","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","'000","929.2","753.8","496.4","302.3","189.0","59.7","56.5","14.6","","2799.8"
"SE1d.9","2017-18","Sufficient daily activity","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over with a reported daily activity (excluding activity at work)","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","'000","5882.1","4869.3","3534.8","1772.6","1249.7","376.8","307.0","97.5","","18100.2"
"SE1e.1","2022-23","Non-referred GP visits","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People who received MBS services for non-referred GP visits","Rate per 1000 people","","Aboriginal and Torres Strait Islander people","","","","","","Derived from AIHW (unpublished) Medicare Benefits Schedule data (AIHW analyses); ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","805.6","812.2","761.0","715.3","761.7","800.4","792.0","668.4","","769.3"
"SE1e.1","2022-23","Non-referred GP visits","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People who received MBS services for non-referred GP visits","Age-standardised rate per 1000 people","","Aboriginal and Torres Strait Islander people","","","","","","AIHW (unpublished) Medicare Benefits Schedule data (AIHW analyses)","rate (AS)","808.9","812.4","759.5","711.6","758.2","812.8","803.5","657.0","","769.3"
"SE1e.1","2022-23","Non-referred GP visits","All ages","All people","Non-Indigenous people","All areas","People who received MBS services for non-referred GP visits","Age-standardised rate per 1000 people","","Non-Indigenous people","","","","","","AIHW (unpublished) Medicare Benefits Schedule data (AIHW analyses)","rate (AS)","848.9","850.5","844.5","818.4","823.8","798.5","817.3","776.5","","840.9"
"SE1e.1","2022-23","Non-referred GP visits","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People who received MBS services for non-referred GP visits","Number of patients","","Aboriginal and Torres Strait Islander people","","","","","","AIHW (unpublished) Medicare Benefits Schedule data (AIHW analyses)","no.","280992","65940","215241","88252","40628","27654","7805","51714","","778227"
"SE1e.1","2022-23","Non-referred GP visits","All ages","All people","Non-Indigenous people","All areas","People who received MBS services for non-referred GP visits","Number of patients","","Non-Indigenous people","","","","","","AIHW (unpublished) Medicare Benefits Schedule data (AIHW analyses)","no.","6818604","5707948","4374052","2251725","1506168","443513","367772","133896","","21603688"
"SE1e.1","2022-23","Non-referred GP visits","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","MBS services for non-referred GP visits","Number of services received by patients","","Aboriginal and Torres Strait Islander people","","","","","","AIHW (unpublished) Medicare Benefits Schedule data (AIHW analyses)","no.","2117234","510568","1533805","582311","283604","190682","52367","300350","","5570925"
"SE1e.1","2022-23","Non-referred GP visits","All ages","All people","Non-Indigenous people","All areas","MBS services for non-referred GP visits","Number of services received by patients","","Non-Indigenous people","","","","","","AIHW (unpublished) Medicare Benefits Schedule data (AIHW analyses)","no.","53560335","45192449","32985418","15277539","11205226","3060650","2271568","821460","","164374686"
"SE1e.1","2021-22","Non-referred GP visits","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People who received MBS services for non-referred GP visits","Rate per 1000 people","","Aboriginal and Torres Strait Islander people","","","","","","Derived from AIHW (unpublished) Medicare Benefits Schedule data (AIHW analyses); ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","843.9","844.8","785.7","752.2","784.6","844.2","831.3","752.1","","806.1"
"SE1e.1","2021-22","Non-referred GP visits","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People who received MBS services for non-referred GP visits","Age-standardised rate per 1000 people","","Aboriginal and Torres Strait Islander people","","","","","","AIHW (unpublished) Medicare Benefits Schedule data (AIHW analyses)","rate (AS)","848.2","847.2","785.9","746.4","784.6","855.4","842.2","734.9","","806.7"
"SE1e.1","2021-22","Non-referred GP visits","All ages","All people","Non-Indigenous people","All areas","People who received MBS services for non-referred GP visits","Age-standardised rate per 1000 people","","Non-Indigenous people","","","","","","AIHW (unpublished) Medicare Benefits Schedule data (AIHW analyses)","rate (AS)","901.9","895.9","888.1","869.3","855.5","826.0","854.2","817.1","","887.3"
"SE1e.1","2021-22","Non-referred GP visits","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People who received MBS services for non-referred GP visits","Number of patients","","Aboriginal and Torres Strait Islander people","","","","","","AIHW (unpublished) Medicare Benefits Schedule data (AIHW analyses)","no.","289234","67180","217119","91107","41186","28777","8009","57753","","800372"
"SE1e.1","2021-22","Non-referred GP visits","All ages","All people","Non-Indigenous people","All areas","People who received MBS services for non-referred GP visits","Number of patients","","Non-Indigenous people","","","","","","AIHW (unpublished) Medicare Benefits Schedule data (AIHW analyses)","no.","7105527","5877762","4479085","2324796","1537146","454604","378812","139327","","22297077"
"SE1e.1","2021-22","Non-referred GP visits","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","MBS services for non-referred GP visits","Number of services received by patients","","Aboriginal and Torres Strait Islander people","","","","","","AIHW (unpublished) Medicare Benefits Schedule data (AIHW analyses)","no.","2366596","566970","1656164","632240","312332","213386","57544","344515","","6149977"
