"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"SE2d.2","2020","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","%","80.8","80.2","84.3","65.5","85.5","88.6","46.9","95.0","79.7"
"SE2d.2","2020","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Non-Indigenous women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.3","0.3","0.6","0.5","0.9","1.4","0.9","0.2"
"SE2d.2","2020","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","3538","766","3104","951","500","259","54","848","10020"
"SE2d.2","2020","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","69770","58902","45640","18620","14918","4576","2418","2288","217132"
"SE2d.2","2020","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","638","129","30","0","0","77","0","0","874"
"SE2d.2","2020","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","4577","1036","4364","1832","741","309","112","1205","14176"
"SE2d.2","2020","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","86377","73473","54134","28411","17445","5162","5153","2409","272564"
"SE2d.2","2020","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","763","172","30","0","0","95","0","0","1060"
"SE2d.2","2019","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","%","76.0","65.6","66.8","54.8","63.0","81.7","59.2","67.7","68.2"
"SE2d.2","2019","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Aboriginal and Torres Strait Islander women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","1.2","2.9","1.4","2.3","3.5","4.3","8.8","2.7","0.8"
"SE2d.2","2019","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","%","80.1","74.4","80.4","65.9","83.5","87.0","50.6","94.0","77.0"
"SE2d.2","2019","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Non-Indigenous women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.3","0.3","0.5","0.5","0.9","1.3","1.0","0.2"
"SE2d.2","2019","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","3414","655","2947","985","462","259","71","794","9587"
"SE2d.2","2019","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","71766","54996","44193","19413","14882","4536","2687","2211","214684"
"SE2d.2","2019","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","271","1038","3","1","0","94","2","0","1409"
"SE2d.2","2019","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","4494","999","4414","1799","733","317","120","1173","14049"
"SE2d.2","2019","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","89547","73962","54983","29474","17829","5216","5312","2351","278674"
"SE2d.2","2019","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","365","1103","4","1","0","127","6","0","1606"
"SE2d.2","2018","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","%","73.9","57.5","62.4","56.5","61.3","84.2","60.5","67.9","65.8"
"SE2d.2","2018","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Aboriginal and Torres Strait Islander women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","1.3","3.0","1.5","2.3","3.6","4.1","8.8","2.6","0.8"
"SE2d.2","2018","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","%","78.1","69.0","78.3","66.7","82.7","87.8","54.3","92.6","74.7"
"SE2d.2","2018","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Non-Indigenous women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.3","0.3","0.5","0.6","0.9","1.4","1.0","0.2"
"SE2d.2","2018","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","3168","593","2589","979","442","255","72","819","8917"
"SE2d.2","2018","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","70463","51625","43254","19497","14848","4402","2763","2307","209159"
"SE2d.2","2018","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","227","189","0","0","0","96","1","0","513"
"SE2d.2","2018","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","4284","1032","4150","1734","721","303","119","1207","13550"
"SE2d.2","2018","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","90195","74807","55266","29234","17954","5016","5086","2491","280049"
"SE2d.2","2018","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","285","248","0","0","0","115","1","0","649"
"SE2d.2","2017","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","%","68.8","59.8","59.6","56.0","62.3","85.2","56.7","66.8","63.5"
