"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Description8","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"SE17g.1","2016","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Remote","","","","ACMA (unpublished)","no.","0","0","26","17","4","0","..","33","80"
"SE17g.1","2016","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","All areas","","","","ACMA (unpublished)","no.","3","1","33","19","5","0","0","34","95"
"SE17g.1","2016","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Metropolitan","","","","ACMA (unpublished)","no.","na","na","na","na","na","na","na","na","na"
"SE17g.1","2016","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Regional","","","","ACMA (unpublished)","no.","na","na","na","na","na","na","na","na","na"
"SE17g.1","2016","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Remote","","","","ACMA (unpublished)","no.","na","na","na","na","na","na","na","na","na"
"SE17g.1","2016","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","All areas","","","","ACMA (unpublished)","no.","na","na","na","na","na","na","na","na","na"
"SE17g.1","2015","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Metropolitan","","","","ACMA (unpublished)","no.","na","na","na","na","na","na","na","na","na"
"SE17g.1","2015","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Regional","","","","ACMA (unpublished)","no.","na","na","na","na","na","na","na","na","na"
"SE17g.1","2015","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Remote","","","","ACMA (unpublished)","no.","na","na","na","na","na","na","na","na","na"
"SE17g.1","2015","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","All areas","","","","ACMA (unpublished)","no.","na","na","na","na","na","na","na","na","na"
"SE17g.1","2015","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Metropolitan","","","","ACMA (unpublished)","no.","1","1","1","1","0","0","0","1","5"
"SE17g.1","2015","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Regional","","","","ACMA (unpublished)","no.","2","0","6","1","1","0","0","0","10"
"SE17g.1","2015","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Remote","","","","ACMA (unpublished)","no.","0","0","26","17","4","0","..","33","80"
"SE17g.1","2015","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","All areas","","","","ACMA (unpublished)","no.","3","1","33","19","5","0","0","34","95"
"SE17g.1","2015","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Metropolitan","","","","ACMA (unpublished)","no.","na","na","na","na","na","na","na","na","na"
"SE17g.1","2015","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Regional","","","","ACMA (unpublished)","no.","na","na","na","na","na","na","na","na","na"
"SE17g.1","2015","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Remote","","","","ACMA (unpublished)","no.","na","na","na","na","na","na","na","na","na"
"SE17g.1","2015","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","All areas","","","","ACMA (unpublished)","no.","na","na","na","na","na","na","na","na","na"
