"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Aboriginal and Torres Strait Islander children","Emotional abuse","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","1486","1725","1156","1464","614","73","9","619","7146"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Aboriginal and Torres Strait Islander children","Neglect","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","1786","162","844","586","258","60","20","205","3921"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Aboriginal and Torres Strait Islander children","Total","0-17 years old","","State and territory governments (unpublished)","no.","4425","2191","2524","2347","996","178","75","967","13703"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Non-Indigenous children","Physical abuse","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","1372","1500","563","355","195","41","39","14","4079"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Non-Indigenous children","Sexual abuse","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","1388","789","280","230","173","np","np","7","2883"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Non-Indigenous children","Emotional abuse","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","2848","10294","2238","1466","1008","64","59","77","18054"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Non-Indigenous children","Neglect","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","2366","648","996","540","404","79","46","12","5091"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Non-Indigenous children","Total","0-17 years old","","State and territory governments (unpublished)","no.","7980","13231","4077","2602","1815","218","240","168","30331"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Unknown Indigenous status","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Unknown Indigenous status","","0-17 years old","","State and territory governments (unpublished)","no.","1039","0","268","1","34","104","8","6","1460"
"SE12m.1","2022","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in the population at 31 December","Number of children","","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","138190","31162","112921","46839","20885","13040","3421","25438","391955"
"SE12m.1","2022","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in the population at 31 December","Number of children","","Non-Indigenous children","","0-17 years old","","Derived from ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","1652486","1401592","1096840","591091","355080","101576","94901","36101","5330566"
"SE12m.1","2021-22","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","Physical abuse","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","5.1","6.3","3.5","2.6","4.1","np","np","9.2","4.5"
"SE12m.1","2021-22","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","Sexual abuse","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","4.0","1.9","0.9","2.0","2.6","np","np","2.2","2.4"
"SE12m.1","2021-22","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","Emotional abuse","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","13.4","53.7","9.0","24.0","23.9","3.8","18.9","23.6","17.6"
"SE12m.1","2021-22","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","Neglect","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","15.6","4.2","7.1","9.2","8.7","3.8","7.4","12.6","10.4"
"SE12m.1","2021-22","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","Total","0-17 years old","","Derived from State and territory governments (unpublished); ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","38.1","66.0","20.5","38.0","39.7","10.2","29.5","47.7","35.0"
"SE12m.1","2021-22","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Non-Indigenous children","Physical abuse","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","1.0","1.1","0.5","0.5","0.5","0.2","0.5","1.0","0.8"
"SE12m.1","2021-22","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Non-Indigenous children","Sexual abuse","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","0.9","0.5","0.3","0.4","0.4","np","np","0.8","0.5"
