"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total_5juris","Total_6juris","Aust"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Busyness (work; personal; family responsibilities)","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","13.8","3.8","8.6","3.5","2.9","0.8","np","1.4","","","33.3"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Other reason for not visiting","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","10.7","4.3","4.8","1.6","2.2","0.3","np","1.1","","","26.6"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","","Did go when needed or did not have need","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","302.2","65.9","244.0","109.8","44.8","28.9","np","70.6","","","873.0"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Total population","","Number","Aboriginal and Torres Strait Islander people","","","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","349.9","80.3","276.8","117.3","52.5","34.5","np","74.4","","","993.8"
"SE14e.4","2018-19","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","9.2","13.0","8.5","8.5","10.5","11.1","19.5","5.2","","","9.0"
"SE14e.4","2018-19","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","2.5","3.3","2.4","2.3","4.1","3.8","7.3","1.8","","","1.2"
"SE14e.4","2018-19","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Affordability","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","3.8","7.0","2.6","2.7","2.3","4.0","7.8","0.6","","","3.2"
"SE14e.4","2018-19","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Affordability","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","1.5","2.9","1.5","1.4","1.9","2.8","3.5","np","","","0.7"
"SE14e.4","2018-19","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Cultural safety","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","2.1","1.2","0.5","1.2","1.2","1.7","1.3","0.4","","","1.2"
"SE14e.4","2018-19","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Cultural safety","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","1.3","0.9","0.5","1.0","1.0","1.0","np","np","","","0.4"
"SE14e.4","2018-19","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Time and physical accessibility","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","1.3","4.3","2.4","1.6","3.5","2.7","10.4","1.7","","","2.2"
"SE14e.4","2018-19","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Time and physical accessibility","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","0.8","2.1","1.3","0.8","2.6","1.7","7.7","0.9","","","0.5"
"SE14e.4","2018-19","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Busyness (work; personal; family responsibilities)","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","2.5","4.2","2.3","2.3","4.2","4.4","9.1","2.1","","","2.8"
"SE14e.4","2018-19","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Busyness (work; personal; family responsibilities)","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","1.6","2.2","1.1","1.4","3.2","3.0","7.6","0.9","","","0.7"
"SE14e.4","2018-19","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Other reason for not visiting","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","2.2","3.2","2.2","3.1","4.0","3.0","11.7","1.2","","","2.4"
"SE14e.4","2018-19","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Other reason for not visiting","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","1.1","1.3","1.4","1.4","2.1","1.9","9.1","0.9","","","0.6"
"SE14e.4","2018-19","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did go when needed or did not have need","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","91.3","86.9","91.5","91.6","89.5","89.3","80.5","94.5","","","91.1"
"SE14e.4","2018-19","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did go when needed or did not have need","","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","2.4","3.3","2.4","2.3","4.1","3.8","6.9","1.8","","","1.2"
